project_id,chain,token_address,pair_address,creator_address,creation_timestamp,rugpull_label,rugpull_type,source_dataset,collection_failed
Keep3rV1 (KP3R),ETH,,,,2020-10-29 00:00:00.000000000,0,,tm_rugpull,
DX_1177.0,ETH,0x54c0b460539e1789b935d680a4712924e8ef81a5,,,2020-10-29 03:25:06.830122592,1,Transaction Limitation,dianxiang_sun,True
DX_731.0,ETH,0xf5455b46e19e110666e89179327d83f482425ad8,,,2020-10-29 03:25:06.830122592,1,Transaction Limitation,dianxiang_sun,True
DX_767.0,ETH,0x7d438ebe642700948354c21be472ffc18de725dc,,,2020-10-29 13:38:46.444833624,1,Transaction Limitation,dianxiang_sun,True
DX_733.0,ETH,0xd5cd07a0faa707a8c755febb0964f1e18e5ffff9,,,2020-10-29 23:52:26.059544656,1,Transaction Limitation,dianxiang_sun,True
DX_515.0,ETH,0xf1b377e61063da4dd9996100d641eb7c537756c2,,,2020-10-29 23:52:26.059544656,1,Transaction Limitation,dianxiang_sun,True
Oraichain Token (ORAI),ETH,,,,2020-10-31 00:00:00.000000000,0,,tm_rugpull,
DX_377.0,ETH,0xd74d7e9fee4283564dac6d524c0f80170504cec6,,,2020-10-31 06:33:24.903677756,1,Transaction Limitation,dianxiang_sun,True
DX_596.0,ETH,0x1c5dabc7447669be39168d49762fd63ee274b778,,,2020-10-31 06:33:24.903677756,1,Transaction Limitation,dianxiang_sun,True
DX_897.0,ETH,0x3c6c3c256f8d7edf2b558bab747a3a01833e4c6e,,,2020-10-31 06:33:24.903677756,1,Transaction Limitation,dianxiang_sun,True
DX_954.0,ETH,0xe96e752aef25a00bec2c8c6582413a4adf24145c,,,2020-10-31 16:47:04.518388792,1,Transaction Limitation,dianxiang_sun,True
DX_1631.0,ETH,0x93d8d4d2038a64a963f303280e7ef54ce36bf3eb,,,2020-10-31 16:47:04.518388792,1,Transaction Limitation,dianxiang_sun,True
DX_1585.0,ETH,0x6ef2e2ac510c8d7cb20a06b2af4f13e4033a7574,,,2020-11-01 13:14:23.747810856,1,Transaction Limitation,dianxiang_sun,True
DX_1854.0,ETH,0x2b4435ba4fa3e705814915a07f28997846e00e97,,,2020-11-01 23:28:03.362521892,1,Transaction Limitation,dianxiang_sun,True
CRP_41,Ethereum,0x85AA3f04e539e426cbB55c0D584ea99cFE1D96A1,,,2020-11-02 19:55:22.591943956,0,,crpwarner,True
Dvision (DVI),ETH,,,,2020-11-03 00:00:00.000000000,0,,tm_rugpull,
Auric Network (AUSCM),ETH,,,,2020-11-03 00:00:00.000000000,0,,tm_rugpull,
DX_286.0,ETH,0x2bda5b625d3b50848e8563480ed50ec782dd42ee,,,2020-11-03 06:09:02.206654992,1,Transaction Limitation,dianxiang_sun,True
DX_788.0,ETH,0x4056ef1dbc4554f718c3359c1df14ce8ddf9b098,,,2020-11-03 06:09:02.206654992,1,Transaction Limitation,dianxiang_sun,True
GAME SWAP (GAME),ETH,,,,2020-11-04 00:00:00.000000000,1,,tm_rugpull,
DX_2143.0,ETH,0x7bc51b19abe2cfb15d58f845dad027feab01bfa0,,,2020-11-04 02:36:21.436077056,1,Transaction Limitation,dianxiang_sun,True
DX_67.0,ETH,0x09fc992fd3a99826c691d0cd51a04b8168c4e3a6,,,2020-11-04 12:50:01.050788088,1,Fee,dianxiang_sun,True
DX_729.0,ETH,0x787a15a8673b9f6e9ea2aa6173bcad8bd35ad117,,,2020-11-04 23:03:40.665499124,1,Transaction Limitation,dianxiang_sun,True
DX_1564.0,ETH,0x2c4b9e6dc36cba2b946cde07b02c47596d51cc7c,,,2020-11-05 09:17:20.280210156,1,Transaction Limitation,dianxiang_sun,True
DX_209.0,BSC,0x34c2837e11bD18F426c39E6767d52c3868DF8DC2,,,2020-11-05 19:30:59.894921188,1,Funds Manipulation,dianxiang_sun,True
DX_11.0,BSC,0x8ed9C7E4D8DfE480584CC7EF45742ac302bA27D7,,,2020-11-07 12:25:38.353765324,1,Combination,dianxiang_sun,True
DX_1740.0,ETH,0x6723164e42b0fddf10a572c4cc8d7c5ee639a56c,,,2020-11-07 12:25:38.353765324,1,Transaction Limitation,dianxiang_sun,True
DX_1672.0,ETH,0x603ca4019562ddab171ffd8e917a7a212f74c9af,,,2020-11-07 12:25:38.353765324,1,Transaction Limitation,dianxiang_sun,True
DX_755.0,ETH,0x1bb2045270eafc738150abc121f2497c17eb32f3,,,2020-11-07 22:39:17.968476356,1,Transaction Limitation,dianxiang_sun,True
FreewayToken (FWT),ETH,,,,2020-11-08 00:00:00.000000000,1,,tm_rugpull,
GALIL (GALIL),ETH,,,,2020-11-08 00:00:00.000000000,1,,tm_rugpull,
yfi.mobi (YFIM),ETH,,,,2020-11-08 00:00:00.000000000,1,,tm_rugpull,
DX_1956.0,ETH,0x054382acf88fc40b155392c1d33e2b732627d2d1,,,2020-11-08 08:52:57.583187388,1,Transaction Limitation,dianxiang_sun,True
Axie Infinity Shard (AXS),ETH,,,,2020-11-09 00:00:00.000000000,0,,tm_rugpull,
CRP_36,Ethereum,0x198376f921570e3cc547Fd5C16e482Cded8B4D1D,,,2020-11-09 15:33:56.427320488,1,,crpwarner,True
DX_1007.0,ETH,0x86c2b85fd87d360ace3df81e2875a0c8865e4067,,,2020-11-10 01:47:36.042031524,1,Transaction Limitation,dianxiang_sun,True
Dolphin Token (DOLPHIN),ETH,,,,2020-11-11 00:00:00.000000000,1,,tm_rugpull,
Dolphin Token (DOLPHIN),ETH,,,,2020-11-11 00:00:00.000000000,1,,tm_rugpull,
DX_1022.0,ETH,0x7d376c12d51176f8991e6a98c200cc5340248b11,,,2020-11-11 08:28:34.886164624,1,Transaction Limitation,dianxiang_sun,True
DX_152.0,ETH,0x1ea0826e9d7a62c1346d09ea00a69d0f0b1f071e,,,2020-11-11 18:42:14.500875656,1,Fee,dianxiang_sun,True
DX_1651.0,ETH,0x9a3098aa385c7671340f033d98f99050736b3641,,,2020-11-11 18:42:14.500875656,1,Transaction Limitation,dianxiang_sun,True
DX_1311.0,ETH,0xa133be32d846d26daf836b648ffff856c32e20c4,,,2020-11-12 15:09:33.730297724,1,Transaction Limitation,dianxiang_sun,True
DX_274.0,ETH,0xf4134146af2d511dd5ea8cdb1c4ac88c57d60404,,,2020-11-12 15:09:33.730297724,1,Token Generation,dianxiang_sun,True
DX_2272.0,ETH,0xc304349d7cc07407b7844d54218d29d1a449b854,,,2020-11-13 01:23:13.345008756,1,Transaction Limitation,dianxiang_sun,True
DX_2164.0,ETH,0x4dc76cfc65b14b3fd83c8bc8b895482f3cbc150a,,,2020-11-13 01:23:13.345008756,1,Transaction Limitation,dianxiang_sun,True
DX_493.0,ETH,0x07d70535e9ef9fc1677c58d94de60b99991ad8e8,,,2020-11-14 08:04:12.189141856,1,Transaction Limitation,dianxiang_sun,True
DX_1053.0,ETH,0xa51c62117be6714d93df5ffeff532d831db73afb,,,2020-11-14 18:17:51.803852888,1,Transaction Limitation,dianxiang_sun,True
DX_2330.0,ETH,0xe1ccb3a5bae6fecdb9b60c0acf94989f48c10742,,,2020-11-15 04:31:31.418563920,1,Transaction Limitation,dianxiang_sun,True
DX_1325.0,ETH,0x2c580f3ddcca3b361869e511636a4e206d3488ec,,,2020-11-15 14:45:11.033274956,1,Transaction Limitation,dianxiang_sun,True
DX_898.0,ETH,0x47efcc4b73f8451ae48d0771f588c9c8ffb43552,,,2020-11-16 11:12:30.262697020,1,Transaction Limitation,dianxiang_sun,True
DX_1185.0,ETH,0xec04fa672313f55b9c9837fae079104257784ecd,,,2020-11-16 21:26:09.877408056,1,Transaction Limitation,dianxiang_sun,True
hypechill.fund (CHILL),ETH,,,,2020-11-17 00:00:00.000000000,1,,tm_rugpull,
Kanva (KNV),ETH,,,,2020-11-18 00:00:00.000000000,1,,tm_rugpull,
GDAO (GDAO),BSC,,,,2020-11-18 00:00:00.000000000,1,,tm_rugpull,
DX_2222.0,ETH,0x878e6c6f9a86a1e5d313e7b872ccd109135e91b4,,,2020-11-18 14:20:48.336252188,1,Transaction Limitation,dianxiang_sun,True
DX_361.0,ETH,0x9954ff0295443c01f562dccb1f893be464e01986,,,2020-11-19 00:34:27.950963220,1,Transaction Limitation,dianxiang_sun,True
DX_1300.0,ETH,0xd45dd5ae67dad79a265a6daf195e6f1f10ce3370,,,2020-11-19 10:48:07.565674256,1,Transaction Limitation,dianxiang_sun,True
DX_2000.0,ETH,0xcf1f5fed0e6c1bf4d113026f5ff949a50a1df3cc,,,2020-11-19 21:01:47.180385288,1,Transaction Limitation,dianxiang_sun,True
DX_2206.0,ETH,0xb6f6f6f47e92e517876d30c04198f45a3bc1b281,,,2020-11-19 21:01:47.180385288,1,Transaction Limitation,dianxiang_sun,True
DX_896.0,ETH,0xb65d1999d4b3b55e4e04d614bde46cafa2a21ce2,,,2020-11-20 17:29:06.409807356,1,Transaction Limitation,dianxiang_sun,True
DX_1658.0,ETH,0x07938148948c39d8f7f61dff3615a960ee1d329b,,,2020-11-20 17:29:06.409807356,1,Transaction Limitation,dianxiang_sun,True
Sav3r.Finance (SAV3R),ETH,,,,2020-11-21 00:00:00.000000000,1,,tm_rugpull,
DX_378.0,ETH,0xa0ade8c33166662c28fde74c3321e260be230315,,,2020-11-21 03:42:46.024518388,1,Transaction Limitation,dianxiang_sun,True
E-RADIX (eXRD),ETH,,,,2020-11-23 00:00:00.000000000,0,,tm_rugpull,
Finance.Vote Token (FVT),ETH,,,,2020-11-23 00:00:00.000000000,0,,tm_rugpull,
DX_130.0,ETH,0xe04fc44d8066178c3d518d366cee9167ee3d0cb9,,,2020-11-24 03:18:23.327495620,1,Fee,dianxiang_sun,True
DX_819.0,ETH,0x1c82bdbd43a3c8bf455d170c4cda55d923f86517,,,2020-11-24 13:32:02.942206652,1,Transaction Limitation,dianxiang_sun,True
DX_808.0,ETH,0xb6e11ef3ed33577a1ce9948a9e594b882b6e2778,,,2020-11-24 23:45:42.556917688,1,Transaction Limitation,dianxiang_sun,True
DX_1818.0,ETH,0x4b6ab039b3fa1e4f388ae176b14f79cd4b0b8c7b,,,2020-11-24 23:45:42.556917688,1,Transaction Limitation,dianxiang_sun,True
COIN (COIN),ETH,,,,2020-11-27 00:00:00.000000000,1,,tm_rugpull,
DX_266.0,ETH,0x48c1b2f3efa85fbafb2ab951bf4ba860a08cdbb7,,,2020-11-27 13:07:40.245183888,1,Token Generation,dianxiang_sun,True
DX_237.0,BSC,0xc3602d8d7301a69b8e36ac438b911fbe4f8a37b3,,,2020-11-27 23:21:19.859894920,1,Token Generation,dianxiang_sun,True
DX_1791.0,ETH,0xf9088c2191e983d00e40c701fde61053358063f5,,,2020-11-28 09:34:59.474605952,1,Transaction Limitation,dianxiang_sun,True
CRP_2,Ethereum,0x94b7D24552933F50A5A5705C446528806dCeA381,,,2020-11-28 19:48:39.089316988,0,,crpwarner,True
DX_267.0,ETH,0x56af6596f28d9e6f289521d31affdb95c412265e,,,2020-11-28 19:48:39.089316988,1,Token Generation,dianxiang_sun,True
DX_642.0,ETH,0x13f747fbef313db8d1833acd6b3ac8c6342f5975,,,2020-11-29 06:02:18.704028020,1,Transaction Limitation,dianxiang_sun,True
DX_838.0,ETH,0x49d5c4e2dc55251ebd1d3c8dbc83e89963a63bd2,,,2020-11-29 16:15:58.318739052,1,Transaction Limitation,dianxiang_sun,True
DX_1068.0,ETH,0x8c33186b5e33a6b83126de02f7ccba9ac75c55bf,,,2020-11-30 12:43:17.548161120,1,Transaction Limitation,dianxiang_sun,True
Empty Set Dollar (ESD),ETH,,,,2020-12-02 00:00:00.000000000,0,,tm_rugpull,
DX_1847.0,ETH,0xc7056a7ece9bb514930745ae7c43529e4dc6fdb3,,,2020-12-02 15:51:35.621716288,1,Transaction Limitation,dianxiang_sun,True
Idle (IDLE),ETH,,,,2020-12-03 00:00:00.000000000,0,,tm_rugpull,
DX_2263.0,ETH,0xfac1c7270bc5b0664e27e7f2e82281d564aedf4e,,,2020-12-03 02:05:15.236427320,1,Transaction Limitation,dianxiang_sun,True
CRP_62,Ethereum,0xEe45E37e2B73E86c709d9edD1c8eA3B0ec72DaD3,,,2020-12-03 12:18:54.851138352,1,,crpwarner,True
DX_2161.0,ETH,0x3e7840b88396acd80bac66021e1354064461a498,,,2020-12-03 22:32:34.465849384,1,Transaction Limitation,dianxiang_sun,True
DX_505.0,ETH,0x64b5f095709d168a432aa114f1972004c1e2d70a,,,2020-12-04 08:46:14.080560420,1,Transaction Limitation,dianxiang_sun,True
DX_1726.0,ETH,0x7b1385e62febf72dc17e2c5804605d476ad404ff,,,2020-12-04 08:46:14.080560420,1,Transaction Limitation,dianxiang_sun,True
DX_1590.0,ETH,0xad2f167654d3a79ca76840a87f7878be3f65192c,,,2020-12-05 05:13:33.309982484,1,Transaction Limitation,dianxiang_sun,True
DX_1343.0,ETH,0x3365cd7b3303aad373771adb90c5c213c2431d7e,,,2020-12-07 08:21:51.383537652,1,Transaction Limitation,dianxiang_sun,True
SKALE (SKL),ETH,,,,2020-12-08 00:00:00.000000000,0,,tm_rugpull,
DX_397.0,ETH,0xc6cb32d19abe4821d6e4970a3962dfcecb4247c9,,,2020-12-08 04:49:10.612959720,1,Transaction Limitation,dianxiang_sun,True
DX_2175.0,ETH,0x70c01853e4430cae353c9a7ae232a6a95f6cafd9,,,2020-12-08 04:49:10.612959720,1,Transaction Limitation,dianxiang_sun,True
DX_1780.0,ETH,0xea10065072096ba9fbfc816b75b60673719ccc50,,,2020-12-08 15:02:50.227670752,1,Transaction Limitation,dianxiang_sun,True
DX_1915.0,ETH,0x0d125433ac3353c421c7eab9149ab09b51520ae8,,,2020-12-08 15:02:50.227670752,1,Transaction Limitation,dianxiang_sun,True
Hype.Bet (Hype.Bet),ETH,,,,2020-12-09 00:00:00.000000000,1,,tm_rugpull,
DX_139.0,ETH,0x9e51431b385d3f34aaa1254cb1f2aabdb01af3d5,,,2020-12-09 01:16:29.842381784,1,Fee,dianxiang_sun,True
DX_1552.0,ETH,0x936ad44c0718a3b6810b74ac277c456ea3becc4d,,,2020-12-09 11:30:09.457092820,1,Transaction Limitation,dianxiang_sun,True
DX_1972.0,ETH,0xe4fcc41ba8242061097dbdbe0a1ed9841603c134,,,2020-12-10 18:11:08.301225920,1,Transaction Limitation,dianxiang_sun,True
DX_1845.0,ETH,0x96fb28a0e016616959a50007f5d8969d7bcf6d2f,,,2020-12-11 14:38:27.530647984,1,Transaction Limitation,dianxiang_sun,True
DX_356.0,ETH,0x21f15966e07a10554c364b988e91dab01d32794a,,,2020-12-14 04:00:25.218914184,1,Transaction Limitation,dianxiang_sun,True
DX_618.0,ETH,0xd9f87cb1e1566d7ad79021060f64c10d49ba8234,,,2020-12-15 00:27:44.448336252,1,Transaction Limitation,dianxiang_sun,True
DX_1997.0,ETH,0x82365e957e2e6c0e8fe8e2db35af620816d44c1e,,,2020-12-15 10:41:24.063047284,1,Transaction Limitation,dianxiang_sun,True
DX_1910.0,ETH,0xf5bb91af80dfb5044b77f31e4189d66fac1ffa5b,,,2020-12-15 10:41:24.063047284,1,Transaction Limitation,dianxiang_sun,True
DX_1004.0,ETH,0x8a16006a5962bcfac364e582aa3a7b0acef8ed6a,,,2020-12-18 20:30:40.980735552,1,Transaction Limitation,dianxiang_sun,True
DX_2200.0,ETH,0xdb1c55f6926e7d847ddf8678905ad871a68199d2,,,2020-12-18 20:30:40.980735552,1,Transaction Limitation,dianxiang_sun,True
DX_1247.0,ETH,0x34e9a17c813d791578509ae9a327f73e0c9cbe4f,,,2020-12-19 06:44:20.595446584,1,Transaction Limitation,dianxiang_sun,True
DX_2101.0,ETH,0xb1f4ca3c6256f415e420de511504af8ea8a9c8e0,,,2020-12-19 16:58:00.210157616,1,Transaction Limitation,dianxiang_sun,True
DX_166.0,ETH,0xa886073a93da86c9814ce4be202e24859636bbf2,,,2020-12-20 03:11:39.824868652,1,Fee,dianxiang_sun,True
DX_1814.0,ETH,0x6c933f57e38bc3f02be52099b4ad39d3c3dcff5e,,,2020-12-20 23:38:59.054290716,1,Transaction Limitation,dianxiang_sun,True
DX_1494.0,ETH,0x59de93e7fdbb3968435d43a22c3b3c69821394b3,,,2020-12-21 20:06:18.283712784,1,Transaction Limitation,dianxiang_sun,True
DLP Duck Token (DUCK),ETH,,,,2020-12-22 00:00:00.000000000,0,,tm_rugpull,
DX_1202.0,ETH,0x87a39da37377fd67ddef7eee942b5f69a35fb1c2,,,2020-12-22 06:19:57.898423816,1,Transaction Limitation,dianxiang_sun,True
DX_740.0,ETH,0x29aea2c41a63fd2e64dcac50ce6600b8b2379aab,,,2020-12-22 16:33:37.513134848,1,Transaction Limitation,dianxiang_sun,True
DX_96.0,ETH,0x4bcb1a8e5c31c44876889b98c55e2f8310894f19,,,2020-12-22 16:33:37.513134848,1,Fee,dianxiang_sun,True
haDAO (MAHA),ETH,,,,2020-12-23 00:00:00.000000000,0,,tm_rugpull,
DX_1175.0,ETH,0x89f2f9e643deb096a9e8945e8a7096cba4e8f9b1,,,2020-12-24 09:28:15.971978984,1,Transaction Limitation,dianxiang_sun,True
DX_1039.0,ETH,0xa2b5c6d877ae7eb964e5e7c79f721d1c0085ec0f,,,2020-12-24 19:41:55.586690016,1,Transaction Limitation,dianxiang_sun,True
DX_2196.0,ETH,0x7a4349a749e59a5736efb7826ee3496a2dfd5489,,,2020-12-24 19:41:55.586690016,1,Transaction Limitation,dianxiang_sun,True
1INCH Token (1INCH),ETH,,,,2020-12-25 00:00:00.000000000,0,,tm_rugpull,
DeFiYieldProtocol (DYP),ETH,,,,2020-12-25 00:00:00.000000000,0,,tm_rugpull,
DX_1749.0,ETH,0xe91843ed2071f12cb4d3189742d40668a6ab789d,,,2020-12-25 05:55:35.201401048,1,Transaction Limitation,dianxiang_sun,True
Marlin POND (POND),ETH,,,,2020-12-26 00:00:00.000000000,0,,tm_rugpull,
Frax (FRAX),ETH,,,,2020-12-26 00:00:00.000000000,0,,tm_rugpull,
DX_617.0,ETH,0x392fa8deceb80ca3d14aeaf1183f5c4ddaa72000,,,2020-12-26 12:36:34.045534148,1,Transaction Limitation,dianxiang_sun,True
DX_452.0,ETH,0x79c068c0e9ed89bed0fc37dad0f8cee9d5ff1c74,,,2020-12-26 12:36:34.045534148,1,Transaction Limitation,dianxiang_sun,True
DX_1608.0,ETH,0x74c2216940500116ba8d71e3625f66c5849965c3,,,2020-12-26 12:36:34.045534148,1,Transaction Limitation,dianxiang_sun,True
DX_1508.0,ETH,0x3c7a4b244f3c841830f5d3335ad5b0a9935c8399,,,2020-12-27 09:03:53.274956216,1,Transaction Limitation,dianxiang_sun,True
DX_1160.0,ETH,0xe86c25620aba82d57b58965fe017488f3e65db84,,,2020-12-28 15:44:52.119089316,1,Transaction Limitation,dianxiang_sun,True
DX_885.0,ETH,0x083a077d6db05f856be4a8dc3eaf2628721e9830,,,2020-12-31 15:20:29.422066548,1,Transaction Limitation,dianxiang_sun,True
DX_1235.0,ETH,0xc21f36b84b03711465f8c0084ca60985b9e570c9,,,2021-01-01 01:34:09.036777580,1,Transaction Limitation,dianxiang_sun,True
DX_1149.0,ETH,0x674df687581f4e4fdcf5b447e5b5af3332c992a4,,,2021-01-01 01:34:09.036777580,1,Transaction Limitation,dianxiang_sun,True
DX_401.0,ETH,0x6b0cd34cc2bd2a1630140402cd75c40a6e53539c,,,2021-01-01 22:01:28.266199648,1,Transaction Limitation,dianxiang_sun,True
DX_1820.0,ETH,0x72beb5237ba1bad56cb406ed946eec120f767cdb,,,2021-01-02 08:15:07.880910680,1,Transaction Limitation,dianxiang_sun,True
DX_2234.0,ETH,0xed55fb58ea9de1f484addcc970463218b4d89cfe,,,2021-01-02 18:28:47.495621716,1,Transaction Limitation,dianxiang_sun,True
Reef.finance (REEF),ETH,,,,2021-01-04 00:00:00.000000000,0,,tm_rugpull,
DX_2058.0,ETH,0x660ca6fe17a992b37c1897955630c56e61e492fb,,,2021-01-04 01:09:46.339754816,1,Transaction Limitation,dianxiang_sun,True
DX_75.0,ETH,0xce8fa7adf559e4ad0f9788b227d4911136b11c1c,,,2021-01-04 21:37:05.569176880,1,Fee,dianxiang_sun,True
DX_1054.0,ETH,0x8179a7c577df6c0e201cd0622bc04cb3d5df05ca,,,2021-01-04 21:37:05.569176880,1,Transaction Limitation,dianxiang_sun,True
DX_1648.0,ETH,0x7000c0c681693a2126377064db6e02ddad8b7286,,,2021-01-04 21:37:05.569176880,1,Transaction Limitation,dianxiang_sun,True
Bunny Token (BUNNY),BSC,,,,2021-01-05 00:00:00.000000000,0,,tm_rugpull,
DX_1375.0,ETH,0xb7c06096b7cf4622ae0da4ebc929649463c8692f,,,2021-01-05 07:50:45.183887916,1,Transaction Limitation,dianxiang_sun,True
DX_814.0,ETH,0x5d96ffa2a659c61b1d5676de5090736b8b9389b7,,,2021-01-05 18:04:24.798598948,1,Transaction Limitation,dianxiang_sun,True
Lido DAO Token (LDO),ETH,,,,2021-01-06 00:00:00.000000000,0,,tm_rugpull,
DX_588.0,ETH,0x69966589392389b36cff44c4f92ffe4609817421,,,2021-01-06 04:18:04.413309980,1,Transaction Limitation,dianxiang_sun,True
DX_482.0,ETH,0xe0ed41628fa610f525a989e847a0099f22bc7681,,,2021-01-06 14:31:44.028021016,1,Transaction Limitation,dianxiang_sun,True
DX_2352.0,ETH,0xc7e4a9147601fdbc7d1c2fb8b6c2ffcb2469f293,,,2021-01-06 14:31:44.028021016,1,Transaction Limitation,dianxiang_sun,True
DX_1304.0,ETH,0x25821e9b69ef4425a789c052522f2f0ad939fa80,,,2021-01-06 14:31:44.028021016,1,Transaction Limitation,dianxiang_sun,True
DX_586.0,ETH,0x821d29bdcaf35def4256296efa37b01fbb8c3a60,,,2021-01-07 10:59:03.257443080,1,Transaction Limitation,dianxiang_sun,True
DX_932.0,ETH,0x42949d91e420fcbe70095a87b1942d7f9ee8224e,,,2021-01-07 10:59:03.257443080,1,Transaction Limitation,dianxiang_sun,True
DX_820.0,ETH,0x771a95d0b2c0e6e5dbd8c519186454cf6c948da0,,,2021-01-07 21:12:42.872154116,1,Transaction Limitation,dianxiang_sun,True
DX_2119.0,ETH,0x62d5c4a317b93085697cfb1c775be4398df0678c,,,2021-01-08 07:26:22.486865148,1,Transaction Limitation,dianxiang_sun,True
DX_1534.0,ETH,0x890734ad9c14296c1527fc41393d403fd28eb601,,,2021-01-08 17:40:02.101576180,1,Transaction Limitation,dianxiang_sun,True
DX_655.0,ETH,0xf28a5a500a098c71df632b3f4d7fd2e16cecb82c,,,2021-01-08 17:40:02.101576180,1,Transaction Limitation,dianxiang_sun,True
DX_2204.0,ETH,0xd6bc92a0f5a2bc17207283679c5ddcc108fd3710,,,2021-01-09 14:07:21.330998248,1,Transaction Limitation,dianxiang_sun,True
DX_344.0,ETH,0xfc87d4f82fc5fe80a2d1692ffee872b2517c34c7,,,2021-01-10 10:34:40.560420312,1,Transaction Limitation,dianxiang_sun,True
DX_525.0,ETH,0x18a293a29bd8bade3f185abcf6b98d0ad285bc34,,,2021-01-10 10:34:40.560420312,1,Transaction Limitation,dianxiang_sun,True
RFbtc (RFbtc),ETH,,,,2021-01-11 00:00:00.000000000,1,,tm_rugpull,
CRP_66,Ethereum,0xF19308F923582A6f7c465e5CE7a9Dc1BEC6665B1,,,2021-01-11 07:01:59.789842380,0,,crpwarner,True
DX_2273.0,ETH,0xc5ce9c06a0caf0e4cbd90572b6550feafd69b740,,,2021-01-11 07:01:59.789842380,1,Transaction Limitation,dianxiang_sun,True
DX_1833.0,ETH,0x37fdf3376e2ed8da3db05296436a6d85a0c38e8d,,,2021-01-11 07:01:59.789842380,1,Transaction Limitation,dianxiang_sun,True
DX_450.0,ETH,0xb3970a959a727a38cfc0b2f913b4d83b60ad51b5,,,2021-01-11 17:15:39.404553412,1,Transaction Limitation,dianxiang_sun,True
D4ppdao Token (D4PP),ETH,,,,2021-01-13 00:00:00.000000000,1,,tm_rugpull,
DX_192.0,ETH,0xf49c17470ecc377a59de71eab8dcb5e78b5cb670,,,2021-01-13 10:10:17.863397548,1,Fee,dianxiang_sun,True
DX_1500.0,ETH,0x2fcf8f4878d1a369052d296892c22944d8c9893c,,,2021-01-14 16:51:16.707530648,1,Transaction Limitation,dianxiang_sun,True
DX_52.0,ETH,0x228fb8d52623f7d948659883664a0618e3c71669,,,2021-01-15 03:04:56.322241680,1,Fee,dianxiang_sun,True
DX_1837.0,ETH,0x0291654a966388ea915dbeab1c10d6cb22723aa2,,,2021-01-15 03:04:56.322241680,1,Transaction Limitation,dianxiang_sun,True
DX_1760.0,ETH,0xd91203ab5bb40ab4389126e757bf80c40aa9e455,,,2021-01-15 13:18:35.936952712,1,Transaction Limitation,dianxiang_sun,True
DX_235.0,BSC,0x8883fa1d06b1653b08557f90f19c92b86c382cfb,,,2021-01-15 23:32:15.551663748,1,Token Generation,dianxiang_sun,True
xDEF Finance (xDEF2),ETH,,,,2021-01-16 00:00:00.000000000,1,,tm_rugpull,
xDEF Finance (xDEF2),ETH,,,,2021-01-16 00:00:00.000000000,1,,tm_rugpull,
DX_1578.0,ETH,0x053af07eb456ef11fcbea1209b218a732b1f25ba,,,2021-01-16 19:59:34.781085812,1,Transaction Limitation,dianxiang_sun,True
DX_1799.0,ETH,0x5ff91ac0b61f262ffd2d9c255c0eb9a23517ab52,,,2021-01-16 19:59:34.781085812,1,Transaction Limitation,dianxiang_sun,True
DX_338.0,ETH,0xe4ffee3b33360e21ea2aec37a39901cb720eb84c,,,2021-01-16 19:59:34.781085812,1,Transaction Limitation,dianxiang_sun,True
DX_1905.0,ETH,0x8acc7cda0eb84543e90b06c189669866b025dbd0,,,2021-01-17 06:13:14.395796848,1,Transaction Limitation,dianxiang_sun,True
DX_924.0,ETH,0x20bfa96109872c985a26d651da85899a125cd1f7,,,2021-01-17 06:13:14.395796848,1,Transaction Limitation,dianxiang_sun,True
DX_164.0,ETH,0xfc36e8625aaecbcd5f38b02994c3a984a77280d5,,,2021-01-18 23:07:52.854640980,1,Fee,dianxiang_sun,True
DX_2308.0,ETH,0x3caf97b4d97276d75185aaf1dcf3a2a8755afe27,,,2021-01-18 23:07:52.854640980,1,Transaction Limitation,dianxiang_sun,True
DX_2259.0,ETH,0x0684a256b8a6434cf10ee81bc1bcdcbba3365daa,,,2021-01-19 09:21:32.469352012,1,Transaction Limitation,dianxiang_sun,True
DX_1262.0,ETH,0x84a58494b362da8f7423fb4fc1fdac8abd8bdcd5,,,2021-01-19 09:21:32.469352012,1,Transaction Limitation,dianxiang_sun,True
DX_612.0,ETH,0xa65216c601ff5f6bff914e561efe0ec8be5ad8b8,,,2021-01-19 19:35:12.084063044,1,Transaction Limitation,dianxiang_sun,True
DX_719.0,ETH,0x75b4729b39282d75e4fa28835912866ba2e514b1,,,2021-01-19 19:35:12.084063044,1,Transaction Limitation,dianxiang_sun,True
DX_471.0,ETH,0x18519cfb9c6876b2cdb39bf27200ddcd5e15b9df,,,2021-01-20 05:48:51.698774080,1,Transaction Limitation,dianxiang_sun,True
DX_961.0,ETH,0x861ade1f559b2e0b273e7d02fbef0b2e005ad9e7,,,2021-01-20 05:48:51.698774080,1,Transaction Limitation,dianxiang_sun,True
DX_1886.0,ETH,0x2bb03376575f56711b2f1ca8d84b1681eac93f79,,,2021-01-20 16:02:31.313485112,1,Transaction Limitation,dianxiang_sun,True
DX_1941.0,ETH,0x9901880dad72d5101818b678cd44d079b9842e9a,,,2021-01-21 02:16:10.928196144,1,Transaction Limitation,dianxiang_sun,True
DX_801.0,ETH,0x9cc97bb9f30df3c333a5b3fbd80bdabec52d4da8,,,2021-01-21 12:29:50.542907180,1,Transaction Limitation,dianxiang_sun,True
